name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
David Bernard,West Indies,"Jul 19, 1981 (41 years)","Kingston, Jamaica",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1907,Scores/bat_1907.csv,Scores/bow_1907.csv,3,6,1,202,69,40.4,380,53.16,0,0,3,18,3,20,12,2,141,38,14.1,219,64.38,0,0,0,10,0,1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,258,185,4,2/30,3/62,4.3,46.25,64.5,0,0,20,17,624,526,14,3/32,3/32,5.06,37.57,44.57,0,0,1,1,24,17,0,0/17,0/17,4.25,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Nelon Pascal,West Indies,"Apr 25, 1987 (35 years)","St. David's, Grenada",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1908,Scores/bat_1908.csv,Scores/bow_1908.csv,2,2,0,12,10,6.0,27,44.44,0,0,0,2,0,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,102,59,0,0/27,0/59,3.47,0.0,0.0,0,0,1,1,24,29,0,0/29,0/29,7.25,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shoaib Shaikh,India,"Jan 18, 1987 (35 years)","Bombay (now Mumbai), Maharashtra",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1909,Scores/bat_1909.csv,Scores/bow_1909.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,6,6,6.0,7,85.71,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
Adrian Barath,West Indies,"Apr 14, 1990 (32 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1911,Scores/bat_1911.csv,Scores/bow_1911.csv,15,28,0,657,104,23.46,1388,47.33,1,0,4,93,5,14,14,0,394,113,28.14,612,64.38,1,0,1,43,3,2,2,0,23,15,11.5,39,58.97,0,0,0,3,0,3,3,1,42,33,21.0,42,100.0,0,0,0,5,1,15,1,6,4,0,0/4,0/4,4.0,0.0,0.0,0,0,14,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
Shamsur Rahman,Bangladesh,"Jun 05, 1988 (34 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1913,Scores/bat_1913.csv,Scores/bow_1913.csv,6,12,0,305,106,25.42,640,47.66,1,0,0,40,3,10,10,0,266,96,26.6,350,76.0,0,0,2,23,9,9,8,0,86,53,10.75,85,101.18,0,0,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,6,5,0,0/5,0/5,5.0,0.0,0.0,0,0,10,1,6,13,0,0/13,0/13,13.0,0.0,0.0,0,0,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
James Foster,England,"Apr 15, 1980 (42 years)","Whipps Cross, Leytonstone, Essex",WK-Batsman,6 ft 0 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1914,Scores/bat_1914.csv,Scores/bow_1914.csv,7,12,3,226,48,25.11,654,34.56,0,0,0,27,1,11,6,3,41,13,13.67,71,57.75,0,0,0,0,0,5,5,2,37,14,12.33,32,115.62,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robert Key,England,"May 12, 1979 (43 years)","East Dulwich, London",Batsman,6 ft 1 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1915,Scores/bat_1915.csv,Scores/bow_1915.csv,15,26,1,775,221,31.0,1639,47.28,1,1,3,97,2,5,5,0,54,19,10.8,135,40.0,0,0,0,6,0,1,1,1,10,10,0.0,8,125.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruud Nijman,Netherlands,"Jun 15, 1982 (40 years)",Netherlands,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1916,Scores/bat_1916.csv,Scores/bow_1916.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,49,31,3,3/31,3/31,3.8,10.33,16.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Amir,Pakistan,"Apr 13, 1992 (30 years)","Gujjar Khan, Punjab",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1917,Scores/bat_1917.csv,Scores/bow_1917.csv,36,67,11,751,48,13.41,1980,37.93,0,0,0,91,3,61,30,10,363,73,18.15,444,81.76,0,0,2,32,8,50,14,6,59,21,7.38,72,81.94,0,0,0,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,36,67,7619,3627,119,6/44,7/64,2.86,30.48,64.03,4,0,61,60,3013,2400,81,5/30,5/30,4.78,29.63,37.2,1,0,50,50,1079,1263,59,4/13,4/13,7.02,21.41,18.29,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Shahzaib Hasan,Pakistan,"Dec 25, 1989 (32 years)","Karachi, Sind",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1918,Scores/bat_1918.csv,Scores/bow_1918.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,0,100,50,33.33,113,88.5,0,0,1,13,2,10,10,0,116,35,11.6,130,89.23,0,0,0,13,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jan Stander,Scotland,"Jan 04, 1982 (40 years)","Port Elizabeth, Cape Province, South Africa",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1919,Scores/bat_1919.csv,Scores/bow_1919.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,1,44,22,11.0,75,58.67,0,0,0,1,3,11,11,2,94,45,10.44,90,104.44,0,0,0,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,150,166,6,2/25,2/25,6.64,27.67,25.0,0,0,11,7,81,156,3,2/24,2/24,11.56,52.0,27.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Isuru Udana,Sri Lanka,"Feb 17, 1988 (34 years)",Balangoda,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1920,Scores/bat_1920.csv,Scores/bow_1920.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,21,18,4,237,78,16.93,249,95.18,0,0,1,17,10,35,25,11,256,84,18.29,186,137.63,0,0,1,16,14,10,4,1,15,10,5.0,11,136.36,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,21,21,909,950,18,3/82,3/82,6.27,52.78,50.5,0,0,35,32,631,915,27,3/11,3/11,8.7,33.89,23.37,0,0,10,10,174,282,8,2/41,2/41,9.72,35.25,21.75,0,0
Kaushal Silva,Sri Lanka,"May 27, 1986 (36 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1978,Scores/bat_1978.csv,Scores/bow_1978.csv,39,74,0,2099,139,28.36,5212,40.27,3,0,12,238,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Suraj Randiv,Sri Lanka,"Jan 30, 1985 (37 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1979,Scores/bat_1979.csv,Scores/bow_1979.csv,12,17,1,147,39,9.19,480,30.62,0,0,0,16,0,31,18,2,280,56,17.5,382,73.3,0,0,1,28,1,7,2,0,8,6,4.0,6,133.33,0,0,0,1,0,8,1,0,2,2,2.0,4,50.0,0,0,0,0,0,12,21,3146,1614,43,5/82,9/162,3.08,37.53,73.16,1,0,31,29,1437,1214,36,5/42,5/42,5.07,33.72,39.92,1,0,7,7,126,139,7,3/20,3/20,6.62,19.86,18.0,0,0,8,8,174,223,6,2/24,2/24,7.69,37.17,29.0,0,0
Graham Manou,Australia,"Apr 23, 1979 (43 years)","Modbury, South Australia",WK-Batsman,1.81 m,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1981,Scores/bat_1981.csv,Scores/bow_1981.csv,1,2,1,21,13,21.0,39,53.85,0,0,0,3,0,4,1,0,7,7,7.0,6,116.67,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Floyd Reifer,West Indies,"Jul 23, 1972 (50 years)","Parish Land, Christ Church, Barbados",--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1982,Scores/bat_1982.csv,Scores/bow_1982.csv,6,12,0,111,29,9.25,345,32.17,0,0,0,12,0,8,8,0,117,40,14.62,229,51.09,0,0,0,10,2,1,1,0,22,22,22.0,20,110.0,0,0,0,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryan Austin,West Indies,"Nov 15, 1981 (41 years)","Arima, Trinidad",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1983,Scores/bat_1983.csv,Scores/bow_1983.csv,2,4,0,39,19,9.75,216,18.06,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,326,155,3,1/29,2/113,2.85,51.67,108.67,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kraigg Brathwaite,West Indies,"Dec 01, 1992 (30 years)","Black Rock, St Michael, Barbados",Batsman,--,19,--,--,--,--,--,https://www.cricbuzz.com/profiles/1984,Scores/bat_1984.csv,Scores/bow_1984.csv,81,156,10,5089,212,34.86,12610,40.36,11,1,28,504,12,10,10,0,278,78,27.8,483,57.56,0,0,1,15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,63,2610,1473,28,6/29,6/29,3.39,52.61,93.21,1,0,10,5,152,140,1,1/56,1/56,5.53,140.0,152.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Omar Phillips,West Indies,"Oct 12, 1986 (36 years)","Boscobel, St Peter, Barbados",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1987,Scores/bat_1987.csv,Scores/bow_1987.csv,2,4,0,160,94,40.0,312,51.28,0,0,1,16,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chadwick Walton,West Indies,"Jul 03, 1985 (37 years)",Jamaica,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1988,Scores/bat_1988.csv,Scores/bow_1988.csv,2,4,0,13,10,3.25,20,65.0,0,0,0,0,1,9,8,0,53,19,6.62,86,61.63,0,0,0,7,0,19,17,0,225,40,13.24,203,110.84,0,0,0,23,11,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kieran Powell,West Indies,"Mar 06, 1990 (32 years)",Nevis,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1989,Scores/bat_1989.csv,Scores/bow_1989.csv,44,83,1,2113,134,25.77,4152,50.89,3,0,7,278,16,46,44,0,1005,83,22.84,1278,78.64,0,0,9,115,15,1,1,0,12,12,12.0,14,85.71,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,44,1,6,0,0,0/0,0/0,0.0,0.0,0.0,0,0,46,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Devon Thomas,West Indies,"Nov 12, 1989 (33 years)","Willikies, Antigua",WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1990,Scores/bat_1990.csv,Scores/bow_1990.csv,1,2,0,31,19,15.5,93,33.33,0,0,0,3,0,21,19,2,238,37,14.0,364,65.38,0,0,0,19,2,12,8,2,51,31,8.5,54,94.44,0,0,0,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,96,66,2,2/53,2/66,4.12,33.0,48.0,0,0,21,1,7,11,2,2/11,2/11,9.43,5.5,3.5,0,0,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gavin Tonge,West Indies,"Jan 13, 1983 (39 years)",Antigua,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1991,Scores/bat_1991.csv,Scores/bow_1991.csv,1,2,1,25,23,25.0,26,96.15,0,0,0,2,0,5,4,2,10,5,5.0,16,62.5,0,0,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,168,113,1,1/28,1/113,4.04,113.0,168.0,0,0,5,5,300,224,5,4/25,4/25,4.48,44.8,60.0,0,0,1,1,24,25,1,1/25,1/25,6.25,25.0,24.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Umar Akmal,Pakistan,"May 26, 1990 (32 years)","Lahore, Punjab",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1992,Scores/bat_1992.csv,Scores/bow_1992.csv,16,30,2,1003,129,35.82,1520,65.99,1,0,6,117,17,121,110,17,3194,102,34.34,3711,86.07,2,0,20,268,53,84,79,14,1690,94,26.0,1377,122.73,0,0,8,122,55,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,121,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Paine,Australia,"Dec 08, 1984 (38 years)","Hobart, Tasmania",WK-Batsman,1.80 m,58,--,--,--,--,--,https://www.cricbuzz.com/profiles/1994,Scores/bat_1994.csv,Scores/bow_1994.csv,35,57,10,1535,92,32.66,3355,45.75,0,0,9,172,4,35,35,3,890,111,27.81,1257,70.8,1,0,5,96,6,12,9,1,82,25,10.25,77,106.49,0,0,0,7,3,2,2,0,10,8,5.0,26,38.46,0,0,0,0,0,35,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
Joe Denly,England,"Mar 16, 1986 (36 years)","Canterbury, Kent",Batting Allrounder,6 ft 0 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1995,Scores/bat_1995.csv,Scores/bow_1995.csv,15,28,0,827,94,29.54,2086,39.65,0,0,6,110,4,16,13,0,446,87,34.31,629,70.91,0,0,4,44,6,13,12,2,125,30,12.5,118,105.93,0,0,0,15,1,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,15,12,390,219,2,2/42,2/42,3.37,109.5,195.0,0,0,16,4,102,101,1,1/24,1/24,5.94,101.0,102.0,0,0,13,6,72,93,7,4/19,4/19,7.75,13.29,10.29,0,0,1,-,-,-,-,-,-,-,-,-,-,-
Marc Petrie,Scotland,"Mar 02, 1990 (32 years)",Dundee,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1996,Scores/bat_1996.csv,Scores/bow_1996.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,0,3,3,1.5,18,16.67,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gihan Rupasinghe,Sri Lanka,"Mar 05, 1986 (36 years)",Watupitiwala,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2090,Scores/bat_2090.csv,Scores/bow_2090.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,33,18,16.5,39,84.62,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abdul Kadir,Pakistan,"May 10, 1944","Mar 12, 2002 (57 years)","Karachi, Sind",--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2131,Scores/bat_2131.csv,Scores/bow_2131.csv,4,8,0,272,95,34.0,129,0.0,0,0,2,21,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venkatesh Prasad,India,"Aug 05, 1969 (53 years)","Bangalore, Karnataka",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2140,Scores/bat_2140.csv,Scores/bow_2140.csv,33,47,20,203,30,7.52,703,28.88,0,0,0,11,0,161,63,31,221,19,6.91,367,60.22,0,0,0,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,58,7041,3360,96,6/33,10/153,2.86,35.0,73.34,7,1,161,160,8129,6332,196,5/27,5/27,4.67,32.31,41.47,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
David Johnson,India,"Oct 16, 1971 (51 years)","Arasikere, Karnataka",--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2148,Scores/bat_2148.csv,Scores/bow_2148.csv,2,3,1,8,5,4.0,35,22.86,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,240,143,3,2/52,2/91,3.58,47.67,80.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dharshana Gamage,Sri Lanka,"Mar 02, 1979 (43 years)",Colombo,--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2179,Scores/bat_2179.csv,Scores/bow_2179.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,3,2,3.0,10,30.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,95,83,2,1/26,1/26,5.24,41.5,47.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Abrar Kazi,India,"Sep 29, 1989 (33 years)","Bangalore, Karnataka",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2180,Scores/bat_2180.csv,Scores/bow_2180.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,21,0,0/21,0/21,10.5,0.0,0.0,0,0
Mayank Agarwal,India,"Feb 16, 1991 (31 years)","Bangalore, Karnataka",Batsman,--,24,--,--,--,--,--,https://www.cricbuzz.com/profiles/2195,Scores/bat_2195.csv,Scores/bow_2195.csv,21,36,0,1488,243,41.33,2782,53.49,4,2,6,189,28,5,5,0,86,32,17.2,83,103.61,0,0,0,12,1,-,-,-,-,-,-,-,-,-,-,-,-,-,113,107,4,2331,106,22.63,1733,134.51,1,0,12,227,91,21,-,-,-,-,-,-,-,-,-,-,-,5,1,6,10,0,0/10,0/10,10.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,113,-,-,-,-,-,-,-,-,-,-,-
Royston Crandon,West Indies,"May 31, 1983 (39 years)","Courtland, Berbice",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2227,Scores/bat_2227.csv,Scores/bow_2227.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,5,5,5.0,9,55.56,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Henry Davids,South Africa,"Jan 19, 1980 (42 years)","Stellenbosch, Cape Province",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2231,Scores/bat_2231.csv,Scores/bow_2231.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,8,7,4.0,24,33.33,0,0,0,0,0,9,9,0,161,68,17.89,134,120.15,0,0,2,18,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,9,2,12,13,1,1/6,1/6,6.5,13.0,12.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Claude Henderson,South Africa,"Jun 14, 1972 (50 years)","Worcester, Cape Province",--,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2233,Scores/bat_2233.csv,Scores/bow_2233.csv,7,7,0,65,30,9.29,202,32.18,0,0,0,9,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,12,1962,928,22,4/116,7/176,2.84,42.18,89.18,0,0,4,4,217,132,7,4/17,4/17,3.65,18.86,31.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Richard Levi,South Africa,"Jan 14, 1988 (34 years)",Johannesburg,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2234,Scores/bat_2234.csv,Scores/bow_2234.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,2,236,117,21.45,166,142.17,1,0,1,20,15,6,6,0,83,50,13.83,73,113.7,0,0,1,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-
Dean Elgar,South Africa,"Jun 11, 1987 (35 years)","Welkom, Orange Free State",Batsman,--,18,--,--,--,--,--,https://www.cricbuzz.com/profiles/2239,Scores/bat_2239.csv,Scores/bow_2239.csv,79,139,10,4971,199,38.53,10523,47.24,13,0,22,631,26,8,7,1,104,42,17.33,177,58.76,0,0,0,6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,45,1036,673,15,4/22,4/56,3.9,44.87,69.07,0,0,8,4,96,67,2,1/11,1/11,4.19,33.5,48.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
