name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
Carlos Brathwaite,West Indies,"Jul 18, 1988 (34 years)",Barbados,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8110/carlos-brathwaite,Scores/bat_8110.csv,Scores/bow_8110.csv,3,5,1,181,69,45.25,284,63.73,0,0,3,12,7,44,37,3,559,101,16.44,614,91.04,1,0,1,38,24,41,27,6,310,37,14.76,274,113.14,0,0,0,13,22,16,14,1,181,43,13.92,111,163.06,0,0,0,10,16,3,4,408,242,1,1/30,1/139,3.56,242.0,408.0,0,0,44,40,1825,1766,43,5/27,5/27,5.81,41.07,42.44,1,0,41,39,709,1013,31,3/20,3/20,8.57,32.68,22.87,0,0,16,16,254,379,13,3/47,3/47,8.95,29.15,19.54,0,0
Shai Hope,West Indies,"Nov 10, 1993 (29 years)",Barbados,WK-Batsman,--,97,12,--,--,--,--,https://www.cricbuzz.com/profiles/10384/shai-hope,Scores/bat_10384.csv,Scores/bow_10384.csv,38,72,3,1726,147,25.01,4124,41.85,2,0,5,199,6,104,99,10,4308,170,48.4,5768,74.69,13,0,21,360,62,19,17,0,304,55,17.88,251,121.12,0,0,2,32,10,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Pooran,West Indies,"Oct 02, 1995 (27 years)",Trinidad,WK-Batsman,--,--,28,18,--,--,--,https://www.cricbuzz.com/profiles/9406/nicholas-pooran,Scores/bat_9406.csv,Scores/bow_9406.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,52,49,6,1555,118,36.16,1618,96.11,1,0,11,122,61,72,64,8,1427,74,25.48,1106,129.02,0,0,9,101,83,47,44,9,912,77,26.06,603,151.24,0,0,4,51,65,-,-,-,-,-,-,-,-,-,-,-,-,52,7,169,174,6,4/48,4/48,6.18,29.0,28.17,0,0,72,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-
Sheldon Cottrell,West Indies,"Aug 19, 1989 (33 years)",Jamaica,Bowler,--,--,--,--,--,65,77,https://www.cricbuzz.com/profiles/9395/sheldon-cottrell,Scores/bat_9395.csv,Scores/bow_9395.csv,2,4,0,11,5,2.75,24,45.83,0,0,0,1,0,38,19,11,88,17,11.0,130,67.69,0,0,0,6,4,42,10,6,18,4,4.5,29,62.07,0,0,0,2,0,6,1,0,0,0,0.0,2,0.0,0,0,0,0,0,2,2,276,196,2,1/72,1/72,4.26,98.0,138.0,0,0,38,36,1722,1685,52,5/46,5/46,5.87,32.4,33.12,1,0,42,41,876,1160,50,4/28,4/28,7.95,23.2,17.52,0,0,6,6,120,176,6,2/17,2/17,8.8,29.33,20.0,0,0
Shannon Gabriel,West Indies,"Apr 28, 1988 (34 years)",Trinidad,Bowler,--,--,--,--,35,--,--,https://www.cricbuzz.com/profiles/8092/shannon-gabriel,Scores/bat_8092.csv,Scores/bow_8092.csv,56,84,32,221,20,4.25,635,34.8,0,0,0,28,5,25,16,9,24,12,3.43,63,38.1,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,98,9055,5127,161,8/62,13/121,3.4,31.84,56.24,6,1,25,25,1148,1134,33,3/17,3/17,5.93,34.36,34.79,0,0,2,2,42,56,3,3/44,3/44,8.0,18.67,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Kemar Roach,West Indies,"Jun 30, 1988 (34 years)","St. Lucy, Barbados",Bowler,--,--,--,--,12,--,--,https://www.cricbuzz.com/profiles/1359/kemar-roach,Scores/bat_1359.csv,Scores/bow_1359.csv,74,118,24,1101,41,11.71,2892,38.07,0,0,0,132,13,95,60,36,308,34,12.83,594,51.85,0,0,0,24,6,11,1,1,3,3,0.0,2,150.0,0,0,0,0,0,2,1,0,10,10,10.0,9,111.11,0,0,0,1,0,74,134,13479,6884,253,6/48,10/146,3.06,27.21,53.28,10,1,95,93,4579,3887,125,6/27,6/27,5.09,31.1,36.63,3,0,11,11,234,284,10,2/25,2/25,7.28,28.4,23.4,0,0,2,2,48,80,0,0/32,0/32,10.0,0.0,0.0,0,0
Ashley Nurse,West Indies,"Dec 22, 1988 (33 years)","Gibbons, Christ Church, Barbados",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7922/ashley-nurse,Scores/bat_7922.csv,Scores/bow_7922.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,54,40,14,502,44,19.31,513,97.86,0,0,0,44,12,13,8,6,85,20,42.5,71,119.72,0,0,0,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,49,2384,2125,49,4/51,4/51,5.35,43.37,48.65,0,0,13,13,240,317,8,2/6,2/6,7.92,39.62,30.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Oshane Thomas,West Indies,"Feb 18, 1997 (25 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/11442/oshane-thomas,Scores/bat_11442.csv,Scores/bow_11442.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,20,10,5,13,6,2.6,53,24.53,0,0,0,1,0,20,7,3,9,8,2.25,15,60.0,0,0,0,2,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,19,771,866,27,5/21,5/21,6.74,32.07,28.56,1,0,20,19,384,602,21,5/28,5/28,9.41,28.67,18.29,1,0,4,4,60,79,5,2/6,2/6,7.9,15.8,12.0,0,0
Craig Ervine,Zimbabwe,"Aug 19, 1985 (37 years)",Harare,Batsman,--,--,92,99,--,--,--,https://www.cricbuzz.com/profiles/6334/craig-ervine,Scores/bat_6334.csv,Scores/bow_6334.csv,18,36,2,1208,160,35.53,2455,49.21,3,0,4,139,11,105,101,11,2899,130,32.21,3868,74.95,3,0,18,270,37,56,55,3,1132,68,21.77,1073,105.5,0,0,6,114,26,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hamilton Masakadza,Zimbabwe,"Aug 09, 1983 (39 years)",Harare,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/425/hamilton-masakadza,Scores/bat_425.csv,Scores/bow_425.csv,38,76,2,2222,158,30.03,5008,44.37,5,0,8,265,23,209,208,4,5658,178,27.74,7728,73.21,5,0,34,585,86,65,65,2,1600,93,25.4,1376,116.28,0,0,10,148,61,-,-,-,-,-,-,-,-,-,-,-,-,-,38,25,1164,489,16,3/24,3/24,2.52,30.56,72.75,0,0,209,85,1844,1636,39,3/39,3/39,5.32,41.95,47.28,0,0,65,9,72,113,2,1/4,1/4,9.42,56.5,36.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sikandar Raza,Zimbabwe,"Apr 24, 1986 (36 years)","Sialkot, Punjab, Pakistan",Batting Allrounder,--,52,32,70,68,76,78,https://www.cricbuzz.com/profiles/9354/sikandar-raza,Scores/bat_9354.csv,Scores/bow_9354.csv,17,33,0,1187,127,35.97,2152,55.16,1,0,8,118,17,123,118,18,3656,141,36.56,4340,84.24,6,0,20,300,85,66,63,3,1259,87,20.98,977,128.86,0,0,6,99,47,-,-,-,-,-,-,-,-,-,-,-,-,-,17,25,2657,1441,34,7/113,8/176,3.25,42.38,78.15,2,0,123,95,3830,3124,70,3/21,3/21,4.89,44.63,54.71,0,0,66,55,846,1013,38,4/8,4/8,7.18,26.66,22.26,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sean Williams,Zimbabwe,"Sep 26, 1986 (36 years)",Bulawayo,Batting Allrounder,--,32,53,78,100,--,91,https://www.cricbuzz.com/profiles/441/sean-williams,Scores/bat_441.csv,Scores/bow_441.csv,14,27,2,1034,151,41.36,1851,55.86,4,0,3,117,7,147,142,19,4266,129,34.68,5194,82.13,5,0,32,366,44,66,66,6,1429,66,23.82,1137,125.68,0,0,10,136,35,-,-,-,-,-,-,-,-,-,-,-,-,-,14,22,2025,1072,21,3/20,6/111,3.18,51.05,96.43,0,0,147,121,4540,3738,77,4/43,4/43,4.94,48.55,58.96,0,0,66,62,1074,1238,43,3/15,3/15,6.92,28.79,24.98,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Solomon Mire,Zimbabwe,"Aug 21, 1989 (33 years)",Harare,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9737/solomon-mire,Scores/bat_9737.csv,Scores/bow_9737.csv,2,4,0,78,47,19.5,135,57.78,0,0,0,12,1,47,47,0,955,112,20.32,1191,80.18,1,0,3,93,24,9,8,0,253,94,31.62,196,129.08,0,0,2,23,13,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,84,32,1,1/22,1/27,2.29,32.0,84.0,0,0,47,19,507,515,12,4/43,4/43,6.09,42.92,42.25,0,0,9,5,72,115,1,1/15,1/15,9.58,115.0,72.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Brian Chari,Zimbabwe,"Feb 14, 1992 (30 years)",--,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10168/brian-chari,Scores/bat_10168.csv,Scores/bow_10168.csv,7,14,0,254,80,18.14,642,39.56,0,0,2,26,6,14,14,0,186,39,13.29,399,46.62,0,0,0,12,2,3,3,0,21,19,7.0,31,67.74,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,7,2,18,12,0,0/3,0/3,4.0,0.0,0.0,0,0,14,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timycen Maruma,Zimbabwe,"Apr 19, 1988 (34 years)",Harare,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/782/timycen-maruma,Scores/bat_782.csv,Scores/bow_782.csv,4,7,0,68,41,9.71,186,36.56,0,0,0,8,0,22,18,1,196,35,11.53,330,59.39,0,0,0,14,6,13,13,4,100,23,11.11,110,90.91,0,0,0,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,22,9,225,230,4,2/50,2/50,6.13,57.5,56.25,0,0,13,2,18,20,1,1/8,1/8,6.67,20.0,18.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Elton Chigumbura,Zimbabwe,"Mar 14, 1986 (36 years)","Kwekwe, Midlands",Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/170/elton-chigumbura,Scores/bat_170.csv,Scores/bow_170.csv,14,27,0,569,88,21.07,1133,50.22,0,0,4,67,6,213,198,26,4340,117,25.23,5423,80.03,2,0,19,343,106,56,55,8,864,54,18.38,621,139.13,0,0,3,56,53,-,-,-,-,-,-,-,-,-,-,-,-,-,14,22,1806,966,21,5/54,6/133,3.21,46.0,86.0,1,0,213,132,4339,4274,101,4/28,4/28,5.91,42.32,42.96,0,0,56,20,258,404,14,4/31,4/31,9.4,28.86,18.43,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Regis Chakabva,Zimbabwe,"Sep 20, 1987 (35 years)",Harare,WK-Batsman,--,82,--,--,--,--,--,https://www.cricbuzz.com/profiles/781/regis-chakabva,Scores/bat_781.csv,Scores/bow_781.csv,22,43,4,1061,101,27.21,2615,40.57,1,0,5,102,8,61,57,3,1188,102,22.0,1751,67.85,1,0,4,93,9,49,49,2,682,48,14.51,557,122.44,0,0,0,59,27,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brendan Taylor,Zimbabwe,"Feb 06, 1986 (36 years)",Harare,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/180/brendan-taylor,Scores/bat_180.csv,Scores/bow_180.csv,34,68,4,2320,171,36.25,4138,56.07,6,0,12,254,22,205,203,15,6684,145,35.55,8722,76.63,11,0,39,599,106,44,44,5,859,60,22.03,747,114.99,0,0,5,87,21,-,-,-,-,-,-,-,-,-,-,-,-,-,34,4,42,38,0,0/6,0/6,5.43,0.0,0.0,0,0,205,21,396,406,9,3/54,3/54,6.15,45.11,44.0,0,0,44,2,30,17,1,1/16,1/16,3.4,17.0,30.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Peter Moor,Zimbabwe,"Feb 02, 1991 (31 years)",Harare,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10195/peter-moor,Scores/bat_10195.csv,Scores/bow_10195.csv,8,16,1,533,83,35.53,1185,44.98,0,0,5,54,5,49,45,5,828,58,20.7,1225,67.59,0,0,4,48,30,21,19,4,364,92,24.27,286,127.27,0,0,1,22,24,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tendai Chatara,Zimbabwe,"Feb 28, 1991 (31 years)",Chimaniamani,Bowler,--,--,--,--,--,83,66,https://www.cricbuzz.com/profiles/6483/tendai-chatara,Scores/bat_6483.csv,Scores/bow_6483.csv,8,14,2,88,22,7.33,177,49.72,0,0,0,14,1,79,53,24,190,23,6.55,407,46.68,0,0,0,16,2,47,11,5,42,8,7.0,57,73.68,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,8,14,1569,596,21,5/61,6/106,2.28,28.38,74.71,1,0,79,79,3896,3333,102,4/33,4/33,5.13,32.68,38.2,0,0,47,47,1020,1235,51,3/14,3/14,7.26,24.22,20.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Donald Tiripano,Zimbabwe,"Mar 17, 1988 (34 years)",Mutare,Bowler,--,--,--,--,83,--,--,https://www.cricbuzz.com/profiles/10066/donald-tiripano,Scores/bat_10066.csv,Scores/bow_10066.csv,15,29,6,508,95,22.09,1573,32.29,0,0,2,68,1,38,29,8,364,55,17.33,549,66.3,0,0,1,30,8,23,16,4,157,28,13.08,158,99.37,0,0,0,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,15,24,2615,1247,26,3/23,4/47,2.86,47.96,100.58,0,0,38,36,1508,1456,36,5/63,5/63,5.79,40.44,41.89,1,0,23,23,417,617,16,3/20,3/20,8.88,38.56,26.06,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Chris Mpofu,Zimbabwe,"Nov 27, 1985 (37 years)","Plumtree, Matabeleland",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/428/chris-mpofu,Scores/bat_428.csv,Scores/bow_428.csv,15,28,10,105,33,5.83,249,42.17,0,0,0,7,5,84,41,21,57,9,2.85,210,27.14,0,0,0,1,0,32,11,7,35,17,8.75,43,81.4,0,0,0,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,23,2489,1392,29,4/92,5/123,3.36,48.0,85.83,0,0,84,83,3960,3581,93,6/52,6/52,5.43,38.51,42.58,1,0,32,32,694,1036,33,4/30,4/30,8.96,31.39,21.03,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Kyle Jarvis,Zimbabwe,"Feb 16, 1989 (33 years)",Harare,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2289/kyle-jarvis,Scores/bat_2289.csv,Scores/bow_2289.csv,13,24,10,128,25,9.14,384,33.33,0,0,0,13,1,49,33,10,222,37,9.65,337,65.88,0,0,0,22,3,21,12,5,55,27,7.86,64,85.94,0,0,0,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,13,22,2511,1354,46,5/54,7/98,3.24,29.43,54.59,3,0,49,49,2362,2087,58,4/16,4/16,5.3,35.98,40.72,0,0,21,21,424,630,26,3/15,3/15,8.92,24.23,16.31,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Mavuta,Zimbabwe,"Mar 04, 1997 (25 years)",Kadoma,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/11224/brandon-mavuta,Scores/bat_11224.csv,Scores/bow_11224.csv,2,4,0,9,6,2.25,31,29.03,0,0,0,0,1,7,5,1,52,20,13.0,47,110.64,0,0,0,5,1,9,7,4,53,28,17.67,36,147.22,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,336,237,4,4/21,4/48,4.23,59.25,84.0,0,0,7,7,276,266,7,2/30,2/30,5.78,38.0,39.43,0,0,9,9,150,201,3,1/19,1/19,8.04,67.0,50.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Kila Pala,Papua New Guinea,"May 16, 1985 (37 years)","Port Moresby, Papua New Guinea",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10113/kila-pala,Scores/bat_10113.csv,Scores/bow_10113.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,41,22,41.0,30,136.67,0,0,0,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charles Amini,Papua New Guinea,"Apr 14, 1992 (30 years)",Port Moresby,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10428/charles-amini,Scores/bat_10428.csv,Scores/bow_10428.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,36,36,0,797,77,22.14,1239,64.33,0,0,5,65,2,31,29,2,494,62,18.3,457,108.1,0,0,1,49,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,34,1490,1151,30,4/27,4/27,4.63,38.37,49.67,0,0,31,28,466,562,22,2/13,2/13,7.24,25.55,21.18,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mahuru Dai,Papua New Guinea,"May 30, 1984 (38 years)",Port Moresby,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10191/mahuru-dai,Scores/bat_10191.csv,Scores/bow_10191.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,19,18,2,457,76,28.56,585,78.12,0,0,3,48,5,8,7,0,100,31,14.29,122,81.97,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19,978,690,18,3/58,3/58,4.23,38.33,54.33,0,0,8,8,126,140,4,2/13,2/13,6.67,35.0,31.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Vani Morea,Papua New Guinea,"Mar 13, 1983 (39 years)","Port Moresby, Papua New Guinea",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10118/vani-morea,Scores/bat_10118.csv,Scores/bow_10118.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,1,313,65,26.08,476,65.76,0,0,3,24,4,5,5,0,35,19,7.0,44,79.55,0,0,0,4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lega Siaka,Papua New Guinea,"Dec 21, 1992 (29 years)",Port Moresby,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8467/lega-siaka,Scores/bat_8467.csv,Scores/bow_8467.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,48,48,0,958,109,19.96,1251,76.58,1,0,2,90,15,31,30,0,344,45,11.47,347,99.14,0,0,0,27,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,14,240,181,3,2/33,2/33,4.53,60.33,80.0,0,0,31,4,30,51,0,0/8,0/8,10.2,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Assad Vala,Papua New Guinea,"Aug 05, 1987 (35 years)",Papua New Guinea,Batting Allrounder,--,--,44,--,--,79,--,https://www.cricbuzz.com/profiles/10120/assad-vala,Scores/bat_10120.csv,Scores/bow_10120.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,54,54,1,1603,104,30.25,2317,69.18,1,0,9,132,22,33,33,4,714,93,24.62,606,117.82,0,0,5,68,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,50,1908,1264,43,3/17,3/17,3.97,29.4,44.37,0,0,33,22,330,350,24,3/7,3/7,6.36,14.58,13.75,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Assad Vala,Papua New Guinea,"Aug 05, 1987 (35 years)",Papua New Guinea,Batting Allrounder,--,--,44,--,--,79,--,https://www.cricbuzz.com/profiles/10120/assad-vala,Scores/bat_10120.csv,Scores/bow_10120.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,54,54,1,1603,104,30.25,2317,69.18,1,0,9,132,22,33,33,4,714,93,24.62,606,117.82,0,0,5,68,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,50,1908,1264,43,3/17,3/17,3.97,29.4,44.37,0,0,33,22,330,350,24,3/7,3/7,6.36,14.58,13.75,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Chris Amini,Papua New Guinea,"Jun 12, 1984 (38 years)",Port Moresby,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10116/chris-amini,Scores/bat_10116.csv,Scores/bow_10116.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,3,3,0.0,3,100.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,108,76,3,2/29,2/29,4.22,25.33,36.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sese Bau,Papua New Guinea,"Jun 23, 1992 (30 years)",--,Bowling Allrounder,--,--,--,90,--,--,--,https://www.cricbuzz.com/profiles/8470/sese-bau,Scores/bat_8470.csv,Scores/bow_8470.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,45,45,2,779,70,18.12,1333,58.44,0,0,2,59,9,30,28,5,586,59,25.48,546,107.33,0,0,1,34,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,18,504,377,7,2/35,2/35,4.49,53.86,72.0,0,0,30,15,162,183,5,2/32,2/32,6.78,36.6,32.4,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Willie Gavera,Papua New Guinea,"Aug 18, 1988 (34 years)",Papua New Guinea,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10111/willie-gavera,Scores/bat_10111.csv,Scores/bow_10111.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,2,9,5,0.0,8,112.5,0,0,0,2,0,5,1,0,2,2,2.0,2,100.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,207,192,6,3/49,3/49,5.57,32.0,34.5,0,0,5,5,84,82,5,3/17,3/17,5.86,16.4,16.8,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Pipi Raho,Papua New Guinea,"Mar 04, 1988 (34 years)",Port Morseby,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10119/pipi-raho,Scores/bat_10119.csv,Scores/bow_10119.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,2,2,2.0,6,33.33,0,0,0,0,0,2,2,2,10,8,0.0,6,166.67,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,48,38,1,1/38,1/38,4.75,38.0,48.0,0,0,2,2,18,20,3,3/11,3/11,6.67,6.67,6.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
John Reva,Papua New Guinea,"Sep 23, 1990 (32 years)",Port Moresby,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10114/john-reva,Scores/bat_10114.csv,Scores/bow_10114.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,10,8,1,63,36,9.0,87,72.41,0,0,0,6,2,5,3,0,15,7,5.0,18,83.33,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,423,387,14,3/40,3/40,5.49,27.64,30.21,0,0,5,5,85,91,5,2/11,2/11,6.42,18.2,17.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
